ContentDatabase,SetupFileDirName,SetupFileExtension,SetupFileId,SetupFileName,SetupFilePath,SiteCollection,UpgradeStatus,WebApplication,WebUrl
Portal_Content_01,https://intranet.poc.com/sites/TestingUnghostingTool/_catalogs/masterpage,master,0f38b557-6f7a-4a11-9478-d28e6701a3d1,contoso.master,Features\Contoso.IntranetUnghostingTools_SiteDefaultPublishing\MOMasterPage\contoso.master,https://intranet.poc.com/sites/TestingUnghostingTool,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestingUnghostingTool
Portal_Content_01,https://intranet.poc.com/sites/TestingUnghostingTool/Lists/ContosoLibrary/Forms,aspx,d4f45b4d-7193-4b03-92d2-de2d776e19de,repair.aspx,Features\Contoso.IntranetUnghostingTools_WebDefaultPublishing\LTContosoLibrary\repair.aspx,https://intranet.poc.com/sites/TestingUnghostingTool,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestingUnghostingTool
Portal_Content_01,https://intranet.poc.com/sites/TestContosoTeamSite/_cts/Test Doc Set,aspx,78d0371e-0db0-4181-858b-50c718783886,docsethomepage.aspx,Features\DocSetProvisioning_Feature1\WelcomePages\Files\_cts\Test Doc Set\docsethomepage.aspx,https://intranet.poc.com/sites/TestContosoTeamSite,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestContosoTeamSite
Portal_Content_01,https://intranet.poc.com/sites/TestContosoTeamSite/_cts/Test Doc Set,docx,a0688bf5-3416-4c97-8afc-6ec1a7026486,Extending Search.docx,Features\DocSetProvisioning_Feature1\WelcomePages\Files\_cts\Test Doc Set\Extending Search.docx,https://intranet.poc.com/sites/TestContosoTeamSite,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestContosoTeamSite
Portal_Content_01,https://intranet.poc.com/sites/TestContosoTeamSite/_cts/Test Doc Set,docx,d211179c-8197-4852-9310-96f76539987a,Enterprise Content Management.docx,Features\DocSetProvisioning_Feature1\WelcomePages\Files\_cts\Test Doc Set\Enterprise Content Management.docx,https://intranet.poc.com/sites/TestContosoTeamSite,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestContosoTeamSite
Portal_Content_01,https://intranet.poc.com/sites/TestingUnghostingTool/OfficeDocuments,docx,deed6b87-ae37-4560-a59d-a22aea2a5d26,ContosoTemplate.docx,Features\Contoso.IntranetUnghostingTools_WebDefaultPublishing\OfficeDocuments\ContosoTemplate.docx,https://intranet.poc.com/sites/TestingUnghostingTool,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestingUnghostingTool
Portal_Content_01,https://intranet.poc.com/sites/TestingUnghostingTool/Pages,aspx,528e5c79-878e-4122-8fee-a32ac0883185,default.aspx,Features\Contoso.IntranetUnghostingTools_WebDefaultPublishing\MOWelcomePagePublishing\default.aspx,https://intranet.poc.com/sites/TestingUnghostingTool,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestingUnghostingTool
Portal_Content_01,https://intranet.poc.com/sites/InfoPathForm2/FormServerTemplates,xsn,7d0e0236-05d7-45da-b086-172e15852391,template.xsn,Features\FT-01-f808f9bd-5181-15c7-c2f3-91553937edce\solution.xsn,https://intranet.poc.com/sites/InfoPathForm2,False,https://intranet.poc.com/,https://intranet.poc.com/sites/InfoPathForm2
Portal_Content_01,https://intranet.poc.com/sites/InfoPathForm2/FormServerTemplates,xsn,55bfb79c-7890-4e86-b11a-c0a071171c52,RichtextField_AdminApproved_Published.xsn,Features\FT-01-f6c04a1c-d0f2-6937-19cc-dd8777cd7f25\solution.xsn,https://intranet.poc.com/sites/InfoPathForm2,False,https://intranet.poc.com/,https://intranet.poc.com/sites/InfoPathForm2
Portal_Content_01,https://intranet.poc.com/sites/DiscoveryTool/_catalogs/masterpage,aspx,39d959e7-e96a-4483-a8d0-1f1bf29511e9,217PageLayout.aspx,Features\SPWorld.News_Feature1\NewsPageLayout\217PageLayout.aspx,https://intranet.poc.com/sites/DiscoveryTool,False,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
