ContentDatabase,FeatureId,FeatureTitle,Scope,SiteCollection,SolutionName,Source,UpgradeStatus,WebApplication,WebUrl
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/TestContosoPublishingSite,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestContosoPublishingSite/WebPart-AppPart
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/TestContosoTeamSite,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestContosoTeamSite/WebPart-AppPart
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/TestSearch,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestSearch
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/VK113055,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/VK113055
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/TestContosoPublishingSite,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestContosoPublishingSite/childSite
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/TestContosoTeamSite,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestContosoTeamSite/ChildSite
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/TestContosoPublishingSite,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestContosoPublishingSite/SubSite
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/Test1,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/Test1
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/Test2,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/Test2
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/dev2,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/dev2
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/testv,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/testv
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/ListFormDemos,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/ListFormDemos
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/ListFormDemo,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/ListFormDemo
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/ListForm,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/ListForm
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/ListTask,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/ListTask
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/TestContosoPublishingSite,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestContosoPublishingSite/DefaultSUBWiki
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/TestContosoTeamSite,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestContosoTeamSite/TeamC1
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/AmasterpageTest,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/AmasterpageTest
Portal_Content_01,828a6edd-0ae3-415e-b4dc-c315635fe74d,Swap master page,Web,https://intranet.poc.com/sites/TMaster2publishing,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TMaster2publishing
Portal_Content_01,ebd86520-ddcb-45cf-bd73-dc8c5b7be022,Aviva Search Site Configuration,Web,https://intranet.poc.com/sites/TestSearch,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestSearch
Portal_Content_01,86ee9185-85b6-4dbd-960c-5cac92850092,Aviva Video Web Part,Site,https://intranet.poc.com/sites/TestSearch,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,86ee9185-85b6-4dbd-960c-5cac92850092,Aviva Video Web Part,Site,https://intranet.poc.com/sites/VK113055,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,86ee9185-85b6-4dbd-960c-5cac92850092,Aviva Video Web Part,Site,https://intranet.poc.com/sites/Test1,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,86ee9185-85b6-4dbd-960c-5cac92850092,Aviva Video Web Part,Site,https://intranet.poc.com/sites/Test2,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,86ee9185-85b6-4dbd-960c-5cac92850092,Aviva Video Web Part,Site,https://intranet.poc.com/sites/dev2,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,86ee9185-85b6-4dbd-960c-5cac92850092,Aviva Video Web Part,Site,https://intranet.poc.com/sites/testv,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,86ee9185-85b6-4dbd-960c-5cac92850092,Aviva Video Web Part,Site,https://intranet.poc.com/sites/ListFormDemos,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,86ee9185-85b6-4dbd-960c-5cac92850092,Aviva Video Web Part,Site,https://intranet.poc.com/sites/ListFormDemo,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,86ee9185-85b6-4dbd-960c-5cac92850092,Aviva Video Web Part,Site,https://intranet.poc.com/sites/ListForm,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,86ee9185-85b6-4dbd-960c-5cac92850092,Aviva Video Web Part,Site,https://intranet.poc.com/sites/ListTask,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,86ee9185-85b6-4dbd-960c-5cac92850092,Aviva Video Web Part,Site,https://intranet.poc.com/sites/AmasterpageTest,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,86ee9185-85b6-4dbd-960c-5cac92850092,Aviva Video Web Part,Site,https://intranet.poc.com/sites/TMaster2publishing,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,073c4e60-6d38-42a7-83fe-c27a230a3747,Aviva Video Ribbon,Site,https://intranet.poc.com/sites/TestSearch,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,073c4e60-6d38-42a7-83fe-c27a230a3747,Aviva Video Ribbon,Site,https://intranet.poc.com/sites/VK113055,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,073c4e60-6d38-42a7-83fe-c27a230a3747,Aviva Video Ribbon,Site,https://intranet.poc.com/sites/Test1,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,073c4e60-6d38-42a7-83fe-c27a230a3747,Aviva Video Ribbon,Site,https://intranet.poc.com/sites/Test2,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,073c4e60-6d38-42a7-83fe-c27a230a3747,Aviva Video Ribbon,Site,https://intranet.poc.com/sites/dev2,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,073c4e60-6d38-42a7-83fe-c27a230a3747,Aviva Video Ribbon,Site,https://intranet.poc.com/sites/testv,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,073c4e60-6d38-42a7-83fe-c27a230a3747,Aviva Video Ribbon,Site,https://intranet.poc.com/sites/ListFormDemos,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,073c4e60-6d38-42a7-83fe-c27a230a3747,Aviva Video Ribbon,Site,https://intranet.poc.com/sites/ListFormDemo,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,073c4e60-6d38-42a7-83fe-c27a230a3747,Aviva Video Ribbon,Site,https://intranet.poc.com/sites/ListForm,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,073c4e60-6d38-42a7-83fe-c27a230a3747,Aviva Video Ribbon,Site,https://intranet.poc.com/sites/ListTask,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,073c4e60-6d38-42a7-83fe-c27a230a3747,Aviva Video Ribbon,Site,https://intranet.poc.com/sites/AmasterpageTest,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,073c4e60-6d38-42a7-83fe-c27a230a3747,Aviva Video Ribbon,Site,https://intranet.poc.com/sites/TMaster2publishing,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,4ebf6325-abe7-4097-847e-fc3263f8edc1,Aviva Video Player,Site,https://intranet.poc.com/sites/VK113055,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,4ebf6325-abe7-4097-847e-fc3263f8edc1,Aviva Video Player,Site,https://intranet.poc.com/sites/testv,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,4ebf6325-abe7-4097-847e-fc3263f8edc1,Aviva Video Player,Site,https://intranet.poc.com/sites/TMaster2publishing,aviva.oneintranet.solution.web.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,7435ae5c-91b5-4f0e-8c96-de5e77207e9c,Contoso.ContentType Test Blank,WebApplication,N/A,contoso.contenttype.wsp,Features.csv,N/A,https://intranet.poc.com/,N/A
Portal_Content_01,9f372db0-fa25-4c59-bd73-39862db2fcd9,Contoso.ContentType Feature,Site,https://intranet.poc.com/sites/TestContosoTeamParent_2,contoso.contenttype.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,9f372db0-fa25-4c59-bd73-39862db2fcd9,Contoso.ContentType Feature,Site,https://intranet.poc.com/sites/TestTeamSiteParent2,contoso.contenttype.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,9f372db0-fa25-4c59-bd73-39862db2fcd9,Contoso.ContentType Feature,Site,https://intranet.poc.com/sites/TestListContentType2,contoso.contenttype.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,9f372db0-fa25-4c59-bd73-39862db2fcd9,Contoso.ContentType Feature,Site,https://intranet.poc.com/sites/TestListContentType3,contoso.contenttype.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,9f372db0-fa25-4c59-bd73-39862db2fcd9,Contoso.ContentType Feature,Site,https://intranet.poc.com/sites/TestListContentType1,contoso.contenttype.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,9f372db0-fa25-4c59-bd73-39862db2fcd9,Contoso.ContentType Feature,Site,https://intranet.poc.com/sites/TestListContentType4,contoso.contenttype.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,9f372db0-fa25-4c59-bd73-39862db2fcd9,Contoso.ContentType Feature,Site,https://intranet.poc.com/sites/TestContentType5,contoso.contenttype.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,9f372db0-fa25-4c59-bd73-39862db2fcd9,Contoso.ContentType Feature,Site,https://intranet.poc.com/sites/TestContosoTeamSite,contoso.contenttype.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,9f372db0-fa25-4c59-bd73-39862db2fcd9,Contoso.ContentType Feature,Site,https://intranet.poc.com/sites/DiscoveryTool,contoso.contenttype.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,9f372db0-fa25-4c59-bd73-39862db2fcd9,Contoso.ContentType Feature,Site,https://intranet.poc.com/sites/AnubhavTeamSiteTest,contoso.contenttype.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,ac1d0639-b16c-46d8-beb9-e1c3645af5ae,Contoso.EventReceiver,Web,https://intranet.poc.com/sites/testPublishing,contoso.contenttype.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
Portal_Content_01,ac1d0639-b16c-46d8-beb9-e1c3645af5ae,Contoso.EventReceiver,Web,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.contenttype.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
Portal_Content_01,a3fed161-004e-4a9c-bb07-1966f27f2cab,Contoso.Intranet - Site Default,Site,https://intranet.poc.com/sites/TestContosoTeamParent_2,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,a3fed161-004e-4a9c-bb07-1966f27f2cab,Contoso.Intranet - Site Default,Site,https://intranet.poc.com/sites/TestTeamSiteParent2,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,a3fed161-004e-4a9c-bb07-1966f27f2cab,Contoso.Intranet - Site Default,Site,https://intranet.poc.com/sites/TestListContentType3,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,a3fed161-004e-4a9c-bb07-1966f27f2cab,Contoso.Intranet - Site Default,Site,https://intranet.poc.com/sites/AnubhavTeamSiteTest,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,a3fed161-004e-4a9c-bb07-1966f27f2cab,Contoso.Intranet - Site Default,Site,https://intranet.poc.com/sites/TestUnghostToolsForTransformationTool,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,a3fed161-004e-4a9c-bb07-1966f27f2cab,Contoso.Intranet - Site Default,Site,https://intranet.poc.com/sites/SudhaContosoTeamSite,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,a3fed161-004e-4a9c-bb07-1966f27f2cab,Contoso.Intranet - Site Default,Site,https://intranet.poc.com/sites/ConstosoTemplate1,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,a3fed161-004e-4a9c-bb07-1966f27f2cab,Contoso.Intranet - Site Default,Site,https://intranet.poc.com/sites/TestContosoTeamSite,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,a3fed161-004e-4a9c-bb07-1966f27f2cab,Contoso.Intranet - Site Default,Site,https://intranet.poc.com/sites/TestAccesntureWebPartIssue,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,a3fed161-004e-4a9c-bb07-1966f27f2cab,Contoso.Intranet - Site Default,Site,https://intranet.poc.com/sites/AccentureTransformationTesting,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,a3fed161-004e-4a9c-bb07-1966f27f2cab,Contoso.Intranet - Site Default,Site,https://intranet.poc.com/sites/SudhaContosoPublishingSite,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,a3fed161-004e-4a9c-bb07-1966f27f2cab,Contoso.Intranet - Site Default,Site,https://intranet.poc.com/sites/TestSiteColumnRemoval,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,02464339-e494-4257-8018-403b5a4371d9,Contoso.Intranet - Web Default Publishing,Web,https://intranet.poc.com/sites/TestContosoPublishingSite,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestContosoPublishingSite
Portal_Content_01,02464339-e494-4257-8018-403b5a4371d9,Contoso.Intranet - Web Default Publishing,Web,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
Portal_Content_01,02464339-e494-4257-8018-403b5a4371d9,Contoso.Intranet - Web Default Publishing,Web,https://intranet.poc.com/sites/AnubhavPublishing,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/AnubhavPublishing
Portal_Content_01,02464339-e494-4257-8018-403b5a4371d9,Contoso.Intranet - Web Default Publishing,Web,https://intranet.poc.com/sites/TestcontosopublishingsiteForTransformationUnghostTools,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestcontosopublishingsiteForTransformationUnghostTools
Portal_Content_01,02464339-e494-4257-8018-403b5a4371d9,Contoso.Intranet - Web Default Publishing,Web,https://intranet.poc.com/sites/SudhaContosoPublishingSite,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/SudhaContosoPublishingSite
Portal_Content_01,02464339-e494-4257-8018-403b5a4371d9,Contoso.Intranet - Web Default Publishing,Web,https://intranet.poc.com/sites/DemoContosoPublishing,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/DemoContosoPublishing
Portal_Content_01,02464339-e494-4257-8018-403b5a4371d9,Contoso.Intranet - Web Default Publishing,Web,https://intranet.poc.com/sites/TestingUnghostingTool,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestingUnghostingTool
Portal_Content_01,c2f9c992-99b0-4ee7-8e48-5d9949e77d3d,Contoso.Intranet - Web Default,Web,https://intranet.poc.com/sites/TestContosoTeamSite,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestContosoTeamSite/TestChildContosoTeamSite
Portal_Content_01,c2f9c992-99b0-4ee7-8e48-5d9949e77d3d,Contoso.Intranet - Web Default,Web,https://intranet.poc.com/sites/TestContosoTeamParent_2,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestContosoTeamParent_2
Portal_Content_01,c2f9c992-99b0-4ee7-8e48-5d9949e77d3d,Contoso.Intranet - Web Default,Web,https://intranet.poc.com/sites/TestTeamSiteParent2,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestTeamSiteParent2
Portal_Content_01,c2f9c992-99b0-4ee7-8e48-5d9949e77d3d,Contoso.Intranet - Web Default,Web,https://intranet.poc.com/sites/TestUnghostToolsForTransformationTool,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestUnghostToolsForTransformationTool
Portal_Content_01,c2f9c992-99b0-4ee7-8e48-5d9949e77d3d,Contoso.Intranet - Web Default,Web,https://intranet.poc.com/sites/SudhaContosoTeamSite,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/SudhaContosoTeamSite
Portal_Content_01,c2f9c992-99b0-4ee7-8e48-5d9949e77d3d,Contoso.Intranet - Web Default,Web,https://intranet.poc.com/sites/ConstosoTemplate1,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/ConstosoTemplate1
Portal_Content_01,c2f9c992-99b0-4ee7-8e48-5d9949e77d3d,Contoso.Intranet - Web Default,Web,https://intranet.poc.com/sites/DiscoveryTool,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
Portal_Content_01,c2f9c992-99b0-4ee7-8e48-5d9949e77d3d,Contoso.Intranet - Web Default,Web,https://intranet.poc.com/sites/TestAccesntureWebPartIssue,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestAccesntureWebPartIssue
Portal_Content_01,c2f9c992-99b0-4ee7-8e48-5d9949e77d3d,Contoso.Intranet - Web Default,Web,https://intranet.poc.com/sites/AccentureTransformationTesting,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/AccentureTransformationTesting
Portal_Content_01,c2f9c992-99b0-4ee7-8e48-5d9949e77d3d,Contoso.Intranet - Web Default,Web,https://intranet.poc.com/sites/TestSiteColumnRemoval,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestSiteColumnRemoval
Portal_Content_01,c2f9c992-99b0-4ee7-8e48-5d9949e77d3d,Contoso.Intranet - Web Default,Web,https://intranet.poc.com/sites/TestAccesntureWebPartIssue,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/TestAccesntureWebPartIssue/subsite
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,Site,https://intranet.poc.com/sites/TestContosoPublishingSite,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,Site,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,Site,https://intranet.poc.com/sites/AnubhavPublishing,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,Site,https://intranet.poc.com/sites/TestcontosopublishingsiteForTransformationUnghostTools,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,Site,https://intranet.poc.com/sites/SudhaContosoPublishingSite,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,Site,https://intranet.poc.com/sites/DemoContosoPublishing,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,Site,https://intranet.poc.com/sites/TestingUnghostingTool,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,Site,https://intranet.poc.com/sites/TestContosoTeamSite,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,Site,https://intranet.poc.com/sites/KTContosoPublishingSite,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,Site,https://intranet.poc.com/,contoso.intranet.wsp,Features.csv,False,https://intranet.poc.com/,N/A
Portal_Content_01,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,Web,https://intranet.poc.com/sites/RajTeam4,customfield.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/RajTeam4
Portal_Content_01,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,Web,https://intranet.poc.com/sites/div,customfield.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/div
Portal_Content_01,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,Web,https://intranet.poc.com/sites/vidhiTest2,customfield.wsp,Features.csv,False,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest2
