Comments,ContentDatabase,ContentTypeORListID,CustomFieldId,CustomFieldInternalName,CustomFieldListTitle,CustomFieldScope,CustomFieldTitle,CustomFieldType,DeleteTransactionId,FeatureID,FeatureName,isFromFeature,ListCreatedDate,SiteCollection,SolutionID,SolutionName,Source,WebApplication,WebUrl
From All Lists Table,Portal_Content_01,fe2bcbb4-ebd8-46c3-af00-d28bd5a96233,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAll,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 12:43:16 PM,https://intranet.poc.com/sites/vidhiTest10,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest10
From All Lists Table,Portal_Content_01,f57b2a08-563e-4bad-88ac-623ce85d0fde,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTOneOfBoth2,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 11:24:33 AM,https://intranet.poc.com/sites/vidhiTest9,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest9/Sub2/Sub3/Sub4
From All Lists Table,Portal_Content_01,5ad38c05-c2af-4bd0-9f66-ab3497dbbaef,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAll,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 11:24:47 AM,https://intranet.poc.com/sites/vidhiTest9,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest9/Sub2/Sub3/Sub4
From All Lists Table,Portal_Content_01,5c73b74b-85a4-4de4-87e5-cbfc7d133dee,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAllCTs,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 11:24:09 AM,https://intranet.poc.com/sites/vidhiTest9,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest9/Sub2/Sub3/Sub4
From All Lists Table,Portal_Content_01,6c8a7d47-1036-47d3-98f6-f890df87a363,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTOneOfBoth,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 11:24:22 AM,https://intranet.poc.com/sites/vidhiTest9,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest9/Sub2/Sub3/Sub4
From All Lists Table,Portal_Content_01,399cf2d0-4ba3-499f-bc62-a178402fec43,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAllCTs,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 10:01:42 AM,https://intranet.poc.com/sites/vidhiTest4,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest4
From All Lists Table,Portal_Content_01,901f67db-7448-489b-8086-c810ac5f79d3,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAll,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 10:02:19 AM,https://intranet.poc.com/sites/vidhiTest4,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest4
From All Lists Table,Portal_Content_01,ebbc6b7b-ce82-46e2-9511-c1d3ec1c746f,1d5ecf8a-da44-43f1-8816-c23ed4087e88,Column2,Testing,N/A,column2,ISBN,0x,N/A,N/A,N/A,5/11/2016 7:10:57 AM,https://intranet.poc.com/sites/delSite1,N/A,isbn_field_type.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/delSite1
From All Lists Table,Portal_Content_01,ebbc6b7b-ce82-46e2-9511-c1d3ec1c746f,dc38797e-d737-493c-92e8-c908800a6dba,Column3Age,Testing,N/A,column3:age,DualLookup,0x,N/A,N/A,N/A,5/11/2016 7:10:57 AM,https://intranet.poc.com/sites/delSite1,N/A,kwizcom sharepoint cascading lookup plus field type 2013 v14.3.00 evaluation.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/delSite1
From All Lists Table,Portal_Content_01,ebbc6b7b-ce82-46e2-9511-c1d3ec1c746f,0c0459d9-e8fd-4bf5-ae2c-fcd63e7f7b29,Column3Title,Testing,N/A,column3:title,DualLookup,0x,N/A,N/A,N/A,5/11/2016 7:10:57 AM,https://intranet.poc.com/sites/delSite1,N/A,kwizcom sharepoint cascading lookup plus field type 2013 v14.3.00 evaluation.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/delSite1
From All Lists Table,Portal_Content_01,ebbc6b7b-ce82-46e2-9511-c1d3ec1c746f,e058a5fa-c8aa-4a60-a7fd-813ccd54c255,HariID,Testing,N/A,hari:id,DualLookup,0x,N/A,N/A,N/A,5/11/2016 7:10:57 AM,https://intranet.poc.com/sites/delSite1,N/A,kwizcom sharepoint cascading lookup plus field type 2013 v14.3.00 evaluation.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/delSite1
From All Lists Table,Portal_Content_01,ebbc6b7b-ce82-46e2-9511-c1d3ec1c746f,adc580b4-dbae-4ec9-82f8-0dee1bcbd103,AgeAge,Testing,N/A,age:age,DualLookup,0x,N/A,N/A,N/A,5/11/2016 7:10:57 AM,https://intranet.poc.com/sites/delSite1,N/A,kwizcom sharepoint cascading lookup plus field type 2013 v14.3.00 evaluation.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/delSite1
From All Lists Table,Portal_Content_01,ebbc6b7b-ce82-46e2-9511-c1d3ec1c746f,b9c6b89a-27a8-43a2-89c1-c9b92d10e8b3,AgeID,Testing,N/A,age:id,DualLookup,0x,N/A,N/A,N/A,5/11/2016 7:10:57 AM,https://intranet.poc.com/sites/delSite1,N/A,kwizcom sharepoint cascading lookup plus field type 2013 v14.3.00 evaluation.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/delSite1
From All Lists Table,Portal_Content_01,b14fa1c2-9d5a-4e9f-93d2-0ff6f6c3f82d,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTOneOfBoth2,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 11:09:18 AM,https://intranet.poc.com/sites/vidhitest8,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhitest8
From All Lists Table,Portal_Content_01,e65033cc-c13e-4a27-aaa8-7be6c208971a,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAll,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 11:09:29 AM,https://intranet.poc.com/sites/vidhitest8,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhitest8
From All Lists Table,Portal_Content_01,89e04481-044b-47ef-a5a2-d852a585e278,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAllCTs,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 11:08:52 AM,https://intranet.poc.com/sites/vidhitest8,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhitest8
From All Lists Table,Portal_Content_01,526279ad-a5a5-48d1-9926-17c270ccecfd,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAllCTs,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 11:11:21 AM,https://intranet.poc.com/sites/vidhitest8,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhitest8/Sub1
From All Lists Table,Portal_Content_01,90f79f30-de4d-4cef-946f-33168e6d4901,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAll,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 11:12:05 AM,https://intranet.poc.com/sites/vidhitest8,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhitest8/Sub1
From All Lists Table,Portal_Content_01,3ca7de90-bd42-42fc-8a99-60cae3ada66c,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTOneOfBoth2,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 11:11:50 AM,https://intranet.poc.com/sites/vidhitest8,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhitest8/Sub1
From All Lists Table,Portal_Content_01,8dd3ccf4-8e0a-4f9f-9607-b8a1b51d47f0,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTOneOfBoth,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 11:11:36 AM,https://intranet.poc.com/sites/vidhitest8,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhitest8/Sub1
From All Lists Table,Portal_Content_01,e9d7e2d1-867b-45da-aafd-2d66d87bb970,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTOneOfBoth,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 11:13:46 AM,https://intranet.poc.com/sites/vidhitest8,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhitest8/Sub2
From All Lists Table,Portal_Content_01,c1ae5e3f-ec51-45da-8b07-695c2cd8b076,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAll,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 11:14:13 AM,https://intranet.poc.com/sites/vidhitest8,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhitest8/Sub2
From All Lists Table,Portal_Content_01,e6ee765d-84ce-42c5-8b92-885712380c2b,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAllCTs,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 11:13:32 AM,https://intranet.poc.com/sites/vidhitest8,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhitest8/Sub2
From All Lists Table,Portal_Content_01,fad36632-a3f0-428b-94fe-f26061e77465,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTOneOfBoth2,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 11:14:00 AM,https://intranet.poc.com/sites/vidhitest8,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhitest8/Sub2
From All Lists Table,Portal_Content_01,77b6c4cf-f5cf-4aa1-b3df-e3d97d9c47b0,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTALl,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 6:31:21 AM,https://intranet.poc.com/sites/vidhiTest2,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest2
From All Lists Table,Portal_Content_01,8c41f693-a4d3-4264-8ead-f08c1aa35023,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAllCts,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 6:30:43 AM,https://intranet.poc.com/sites/vidhiTest2,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest2
From All Lists Table,Portal_Content_01,dd44bf5e-da0b-4930-b0f1-ba68e9eda5f2,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAllCTs,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 6:49:04 AM,https://intranet.poc.com/sites/vidhiTest2,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest2/Sub1
From All Lists Table,Portal_Content_01,6045ca98-41e6-45ab-a3f6-cc52fef3aaac,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAll,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 6:49:42 AM,https://intranet.poc.com/sites/vidhiTest2,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest2/Sub1
From All Lists Table,Portal_Content_01,ebbbe3f7-3311-49da-a828-2a3a546de55f,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAllCTs,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 8:15:49 AM,https://intranet.poc.com/sites/vidhiTest2,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest2/Sub2
From All Lists Table,Portal_Content_01,b2cec7c6-7c36-48b8-9db6-7643c8e04ab6,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAll,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 8:16:37 AM,https://intranet.poc.com/sites/vidhiTest2,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest2/Sub2
From All Lists Table,Portal_Content_01,ec0fbc8c-8457-4003-a531-96ccfba28356,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTOneOfBoth2,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 8:16:25 AM,https://intranet.poc.com/sites/vidhiTest2,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest2/Sub2
From All Lists Table,Portal_Content_01,731906c2-b2a7-4449-9095-9b8b75fd9a39,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTOneOfBoth,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 8:16:02 AM,https://intranet.poc.com/sites/vidhiTest2,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest2/Sub2
From All Lists Table,Portal_Content_01,7ffea2a8-ccf8-4587-855b-077d9cdfd90b,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,TestList1,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/17/2015 6:19:20 PM,https://intranet.poc.com/sites/AnubhavTeamSiteTest,N/A,customfield.wsp,List Content Types FieldRef,https://intranet.poc.com/,https://intranet.poc.com/sites/AnubhavTeamSiteTest
From All Lists Table,Portal_Content_01,7ffea2a8-ccf8-4587-855b-077d9cdfd90b,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,TestList1,N/A,wsp_site column 1,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/17/2015 6:19:20 PM,https://intranet.poc.com/sites/AnubhavTeamSiteTest,N/A,customfield.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/AnubhavTeamSiteTest
From All Lists Table,Portal_Content_01,797e2783-6eea-4e76-97df-1fab35b881f4,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTOneOfBoth2,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 10:04:21 AM,https://intranet.poc.com/sites/vidhiTest5,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest5
From All Lists Table,Portal_Content_01,ebb73c82-eb3d-4234-a4da-705eeca76632,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAllCTs,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 10:03:59 AM,https://intranet.poc.com/sites/vidhiTest5,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest5
From All Lists Table,Portal_Content_01,6fbd9c0d-8deb-48c7-9607-f95499e67dc1,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAll,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 10:04:31 AM,https://intranet.poc.com/sites/vidhiTest5,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest5
From All Lists Table,Portal_Content_01,865ab9a8-a5fd-45e3-b8fc-fd963cc85abf,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTOneOfBoth,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 10:04:09 AM,https://intranet.poc.com/sites/vidhiTest5,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest5
From All Lists Table,Portal_Content_01,be6d5b42-1610-48e7-beb8-3ff0d8a43535,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAllCTs,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 10:05:43 AM,https://intranet.poc.com/sites/vidhiTest5,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest5/Sub1
From All Lists Table,Portal_Content_01,d18db855-f640-4e7c-87c0-551e97c12081,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTAll,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 10:06:20 AM,https://intranet.poc.com/sites/vidhiTest5,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest5/Sub1
From All Lists Table,Portal_Content_01,b2e6e734-f08d-4a42-bf4d-7c74a92a024c,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTOneOFBoth,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 10:05:55 AM,https://intranet.poc.com/sites/vidhiTest5,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest5/Sub1
From All Lists Table,Portal_Content_01,787e2d6c-80a6-4b57-80f4-8734d05f3a92,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,LTOneOfBoth2,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 10:06:11 AM,https://intranet.poc.com/sites/vidhiTest5,N/A,customfield.wsp,List Content Types Field,https://intranet.poc.com/,https://intranet.poc.com/sites/vidhiTest5/Sub1
From All Lists Table,Portal_Content_01,84eeae1e-95af-40b3-a271-f66c5ad433dd,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,List1,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 9:26:33 PM,https://intranet.poc.com/sites/AnubhavTest1,N/A,customfield.wsp,List Content Types FieldRef,https://intranet.poc.com/,https://intranet.poc.com/sites/AnubhavTest1
From All Lists Table,Portal_Content_01,84eeae1e-95af-40b3-a271-f66c5ad433dd,7724a2be-b844-41f4-ae00-bfbe4c151979,OOTB_EMAIL_SC3,List1,N/A,ootb_email_sc3,Email,0x,N/A,N/A,N/A,9/3/2015 9:26:33 PM,https://intranet.poc.com/sites/AnubhavTest1,N/A,customfieldtype_email.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/AnubhavTest1
From All Lists Table,Portal_Content_01,84eeae1e-95af-40b3-a271-f66c5ad433dd,6ba2252e-a593-4bae-979c-c759595ce389,OOTB_EMAIL_SC2,List1,N/A,ootb_email_sc2,Email,0x,N/A,N/A,N/A,9/3/2015 9:26:33 PM,https://intranet.poc.com/sites/AnubhavTest1,N/A,customfieldtype_email.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/AnubhavTest1
From All Lists Table,Portal_Content_01,84eeae1e-95af-40b3-a271-f66c5ad433dd,15ff5dc7-67a6-4e7e-9ec2-93be64465113,OOTB_EMAIL_SC1,List1,N/A,ootb_email_sc1,Email,0x,N/A,N/A,N/A,9/3/2015 9:26:33 PM,https://intranet.poc.com/sites/AnubhavTest1,N/A,customfieldtype_email.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/AnubhavTest1
From All Lists Table,Portal_Content_01,84eeae1e-95af-40b3-a271-f66c5ad433dd,c45cbfef-2ef2-4efd-bc7a-d198974c65a8,OOTB_SC1,List1,N/A,ootb_sc1,FavoriteColorField,0x,N/A,N/A,N/A,9/3/2015 9:26:33 PM,https://intranet.poc.com/sites/AnubhavTest1,N/A,customfield.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/AnubhavTest1
From All Lists Table,Portal_Content_01,84eeae1e-95af-40b3-a271-f66c5ad433dd,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,List1,N/A,wsp_site column 1,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 9:26:33 PM,https://intranet.poc.com/sites/AnubhavTest1,N/A,customfield.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/AnubhavTest1
From All Lists Table,Portal_Content_01,84eeae1e-95af-40b3-a271-f66c5ad433dd,fc5a7c80-82be-4a24-ba27-ed33976a2c2c,OOTB_SC2,List1,N/A,ootb_sc2,FavoriteColorField,0x,N/A,N/A,N/A,9/3/2015 9:26:33 PM,https://intranet.poc.com/sites/AnubhavTest1,N/A,customfield.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/AnubhavTest1
From All Lists Table,Portal_Content_01,01b4b6d5-35b7-4ec1-81e1-f495418eabf5,e4b8939c-c7e3-4c68-8388-ed54f2b0641e,OOTB_SC6,List1,N/A,ootb_sc6,field2,0x,N/A,N/A,N/A,9/2/2015 11:58:44 PM,https://intranet.poc.com/sites/AnubhavTest1,N/A,customnewfield.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/AnubhavTest1/Subsite1
From All Lists Table,Portal_Content_01,01b4b6d5-35b7-4ec1-81e1-f495418eabf5,56ffa47a-d6bc-4223-9b1e-989fb5355e75,OOTB_SC7,List1,N/A,ootb_sc7,FavoriteColorField,0x,N/A,N/A,N/A,9/2/2015 11:58:44 PM,https://intranet.poc.com/sites/AnubhavTest1,N/A,customfield.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/AnubhavTest1/Subsite1
From All Lists Table,Portal_Content_01,4b9fadc6-e131-495c-b4fa-546f3690cb56,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,TestList,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/4/2015 9:14:32 AM,https://intranet.poc.com/sites/SampleAppCSOM,N/A,customfield.wsp,List Content Types FieldRef,https://intranet.poc.com/,https://intranet.poc.com/sites/SampleAppCSOM
From All Lists Table,Portal_Content_01,4b9fadc6-e131-495c-b4fa-546f3690cb56,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,TestList,N/A,wsp_site column 1,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/4/2015 9:14:32 AM,https://intranet.poc.com/sites/SampleAppCSOM,N/A,customfield.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/SampleAppCSOM
From All Lists Table,Portal_Content_01,901cf16e-d253-45b0-ab90-8a28e8ac7984,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,TestList2,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/4/2015 9:15:31 AM,https://intranet.poc.com/sites/SampleAppCSOM,N/A,customfield.wsp,List Content Types FieldRef,https://intranet.poc.com/,https://intranet.poc.com/sites/SampleAppCSOM
From All Lists Table,Portal_Content_01,901cf16e-d253-45b0-ab90-8a28e8ac7984,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,TestList2,N/A,wsp_site column 1,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/4/2015 9:15:31 AM,https://intranet.poc.com/sites/SampleAppCSOM,N/A,customfield.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/SampleAppCSOM
From All Lists Table,Portal_Content_01,5c0ca85e-516e-438c-a1d1-927b5b4fa7c2,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,PL,N/A,N/A,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 8:31:26 AM,https://intranet.poc.com/sites/SampleAppCSOM,N/A,customfield.wsp,List Content Types FieldRef,https://intranet.poc.com/,https://intranet.poc.com/sites/SampleAppCSOM
From All Lists Table,Portal_Content_01,5c0ca85e-516e-438c-a1d1-927b5b4fa7c2,16e0468d-5cce-4464-8268-836eaa6735c7,WSP_SiteColumn1,PL,N/A,wsp_site column 1,FavoriteColorField,0x,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,N/A,9/3/2015 8:31:26 AM,https://intranet.poc.com/sites/SampleAppCSOM,N/A,customfield.wsp,List Column Field,https://intranet.poc.com/,https://intranet.poc.com/sites/SampleAppCSOM
