ContentDatabase,DirName,Extension,ExtensionForFile,Id,LeafName,ListId,SetupPath,SiteCollection,WebApplication,WebUrl,WFSVC_ListFile
Team_Content_01,sites/devcenter/Style Library/Media Player,xaml,xaml,0bac4a45-0ea9-4070-9e2f-fc226990fc2f,AlternateMediaPlayer.xaml,4d879b1e-6ec6-42dc-a2a6-faf602c266fe,Features\MediaWebPart\AlternateMediaPlayer.xaml,https://teams.poc.com/sites/devcenter,https://teams.poc.com/,https://teams.poc.com/sites/devcenter,No
Team_Content_01,sites/HariWebsite/Style Library/Media Player,xaml,xaml,f8fc63a3-a564-48eb-8d25-fc3b46f223d6,AlternateMediaPlayer.xaml,895266d0-ec74-42eb-9a4e-e2704e78bd5e,Features\MediaWebPart\AlternateMediaPlayer.xaml,https://teams.poc.com/sites/HariWebsite,https://teams.poc.com/,https://teams.poc.com/sites/HariWebsite,No
Team_Content_New,sites/EvaluationSite/Style Library/Media Player,xaml,xaml,c121d4db-98e0-4986-8fd6-3ac53fb531d7,AlternateMediaPlayer.xaml,6b8ca21d-6b36-4621-9622-07beb0d74ae8,Features\PublishingResources\AlternateMediaPlayer.xaml,https://teams.poc.com/sites/EvaluationSite,https://teams.poc.com/,https://teams.poc.com/sites/EvaluationSite,No
Team_Content_New,sites/TestingJDP/Style Library/Media Player,xaml,xaml,b6671af5-d0ac-43ca-b100-5a7dd92ed384,AlternateMediaPlayer.xaml,78417868-a8a0-4552-9b46-8bf0cba70fb0,Features\MediaWebPart\AlternateMediaPlayer.xaml,https://teams.poc.com/sites/TestingJDP,https://teams.poc.com/,https://teams.poc.com/sites/TestingJDP,No
Team_Content_New,sites/ERDemo/Style Library/Media Player,xaml,xaml,62d71a47-4ae9-4123-81f4-7caf77bc9c19,AlternateMediaPlayer.xaml,2404cfe0-532d-434b-91f1-b028c3d7caad,Features\MediaWebPart\AlternateMediaPlayer.xaml,https://teams.poc.com/sites/ERDemo,https://teams.poc.com/,https://teams.poc.com/sites/ERDemo,No
Team_Content_New,sites/TestCustomPageLayoutsVidhi/Style Library/Media Player,xaml,xaml,440fb042-b0a3-412a-a978-a7d9e592c8b6,AlternateMediaPlayer.xaml,d8bea16f-7ca9-4c97-a615-afb58d0fcea7,Features\MediaWebPart\AlternateMediaPlayer.xaml,https://teams.poc.com/sites/TestCustomPageLayoutsVidhi,https://teams.poc.com/,https://teams.poc.com/sites/TestCustomPageLayoutsVidhi,No
Team_Content_New,sites/TestSiteTemplateVidhi/Style Library/Media Player,xaml,xaml,c01b7734-ec1b-463d-8a4b-aa81409fef5b,AlternateMediaPlayer.xaml,d76b5bce-555b-4fdb-8966-8015b5b8b8d1,Features\MediaWebPart\AlternateMediaPlayer.xaml,https://teams.poc.com/sites/TestSiteTemplateVidhi,https://teams.poc.com/,https://teams.poc.com/sites/TestSiteTemplateVidhi,No
Team_Content_New,sites/RashPublishing/Style Library/Media Player,xaml,xaml,350a0c6d-a24a-4417-b870-c35474caf8b5,AlternateMediaPlayer.xaml,aa915271-6eea-4bc1-a946-5abd0929ce20,Features\MediaWebPart\AlternateMediaPlayer.xaml,https://teams.poc.com/sites/RashPublishing,https://teams.poc.com/,https://teams.poc.com/sites/RashPublishing,No
Team_Content_New,sites/PriyaTest/Style Library/Media Player,xaml,xaml,019f7ecf-96d7-4b9a-8ecf-c6d59c410b83,AlternateMediaPlayer.xaml,f28b7af6-fea4-4842-9264-2c43ae2da2cc,Features\MediaWebPart\AlternateMediaPlayer.xaml,https://teams.poc.com/sites/PriyaTest,https://teams.poc.com/,https://teams.poc.com/sites/PriyaTest,No
Team_Content_New,sites/DocSiteSC/Style Library/Media Player,xaml,xaml,2a1cb71a-f273-44b3-851b-ccc5bd8fd7ac,AlternateMediaPlayer.xaml,8289fd99-4e42-4c2e-a74c-b05d10de1569,Features\MediaWebPart\AlternateMediaPlayer.xaml,https://teams.poc.com/sites/DocSiteSC,https://teams.poc.com/,https://teams.poc.com/sites/DocSiteSC,No
