FeatureID,FeatureName,SolutionName,FeatureScope
646b6387-4d49-4d21-8a9c-cd6cc2fb47ee,PMTTestHariCustomList Feature1,pmttestharicustomlist.wsp,Web
7dc545f5-1e25-48c9-bea2-98d81bf8fa8c,PMTWebPartTestTwo Feature1,pmtwebparttesttwo.wsp,Site
a965607c-1cae-4cc3-ba47-3c6be4802e54,PreMtDeleteSiteTest Feature1,premtdeletesitetest.wsp,Site
4731346e-8c0a-4c43-9285-be0d86f19eed,RashCTSC Feature1,rashctsc.wsp,Web
16555e60-c1f3-44c8-a138-4e66e3c2f165,RemCT Feature1,remct.wsp,Site
ff95a0ad-a170-483f-9b4b-29d4881bfd91,Remove-CR-POC Feature,remove_cr_poc.wsp,Web
d410e817-6255-4fc0-928f-2ac6e16ce56c,SampleCTEREnv Feature1,samplecterenv.wsp,Web
4842fccd-d5d6-4a46-a6d8-aa175c91873f,SampleWebPart Feature1,samplewebpart.wsp,Site
5fb5313a-011a-4a0c-aff2-409f0bcefdd4,SCFTC_Test Feature1,scftc_test.wsp,Web
9bbb70eb-7dc9-450a-b0cb-cc8a0ad303dc,SetupFileUsingFarmSolution Feature1,setupfileusingfarmsolution.wsp,Web
61e02b35-ccc0-4deb-a818-b61b0db6dddc,SharePointFeatureDemo,sharepointfeature.wsp,Site
d5d4746a-cf92-422e-8fa5-869f1b016d3e,SharePointProject2 Feature1,sharepointproject2.wsp,Web
fdd9384e-7814-4e44-b101-bed0e28a2f98,Shell.SharePoint.SAEF Site Attribute Additions,shell.sharepoint.saef_v2.1.wsp,Site
bbc2aabf-21ce-4223-8120-c1ff3d84ff33,Shell.SharePoint.SAEF Site Attributes,shell.sharepoint.saef_v2.1.wsp,Site
f0297d6e-0ed1-4c54-8e7f-79f2ac6cff49,Shell.SharePoint.SAEF Shell Content Types,shell.sharepoint.saef_v2.1.wsp,Site
e0115d32-0b81-4cc2-9c4c-c9ba8cd2d6e3,Shell.SharePoint.SAEF Logger List,shell.sharepoint.saef_v2.1.wsp,Web
f9b7e179-cda6-42a4-829f-41a28e75ebe5,Shell.SharePoint.SAEF Update MMS Link,shell.sharepoint.saef_v2.1.wsp,Site
53991b67-2bab-483d-bd89-e196a7112979,Shell.SharePoint.SAEF Fetch Updated Metadata,shell.sharepoint.saef_v2.1.wsp,Site
1a3caacd-0de3-409e-8f97-f744384aa474,Shell.SharePoint.SAEF Actions,shell.sharepoint.saef_v2.1.wsp,Farm
7c211f8e-a40d-4496-9684-da8b7cbe03b2,Shell.SharePoint.SAEF Create SAEF Administration site,shell.sharepoint.saef_v2.1.wsp,WebApplication
62f5042f-cf3b-443c-909b-fee4e92bda20,Shell.SharePoint.SAEF Edit Multiple Properties,shell.sharepoint.saef_v2.1.wsp,Site
8572f3c9-6afc-43a1-9fd4-534b061a7149,Shell.SharePoint.SAEF Provision SAEF Administration site,shell.sharepoint.saef_v2.1.wsp,Web
1af3a0e9-9755-4e6b-9757-1c82f2f4fc91,Shell.SharePoint.SAEF.MMSReplication Manager,shell.sharepoint.saef_v2.1.wsp,Site
ECFD1DD3-6820-48FA-9785-2E5EF4F2A36C,Shell.SharePoint.SAEF.MMSReplication MMS Replication Job,shell.sharepoint.saef_v2.1.wsp,WebApplication
6ea7c78e-281e-4046-a510-c0486a7b450e,Shell.SharePoint.SAEF Administration Custom Actions,shell.sharepoint.saef_v2.1.wsp,Site
a01325b1-e4ff-4ac3-bf12-d87091d42e27,Shell.SharePoint.SAEF Sandbox Logging,shell.sharepoint.saef_v2.1.wsp,Web
aec62978-4d51-4eba-bcaa-c6fca994b736,Shell.SharePoint.SAEF Register Logging,shell.sharepoint.saef_v2.1.wsp,Site
2fba2ff3-cf38-4bab-be4d-7fc90d7eda8a,Shell.SharePoint.SAEF Application Configuration Framework,shell.sharepoint.saef_v2.1.wsp,WebApplication
cea4c9d2-8b77-4e01-aef0-6b0758e5b157,Shell.SharePoint.SAEF Large Collections,shell.sharepoint.saef_v2.1.wsp,Site
278f1a8c-65ea-4a57-a4ea-ba1f80e30b66,Shell.SharePoint.SAEF Feature Upgrade Lists,shell.sharepoint.saef_v2.1.wsp,Site
1e738d05-0a69-48dc-9743-13655b720381,Shell.SharePoint.SAEF SiteAttribute Update TimerJob,shell.sharepoint.saef_v2.1.wsp,WebApplication
8f1ed135-7aaa-4466-8082-94311527d2fa,Shell.SharePoint.SAEF Feature Upgrade History List,shell.sharepoint.saef_v2.1.wsp,Site
cc9c691b-a365-4935-b503-a4e738736ca6,Shell.SharePoint.SAEF FeatureUpgradeFrameWorkTimerJob,shell.sharepoint.saef_v2.1.wsp,WebApplication
c96b05cc-95cb-4d51-8bc1-2fa04c1010b0,Shell.SharePoint.SAEF Webtrends,shell.sharepoint.saef_v2.1.wsp,Site
6b9480e6-f0d9-4ac7-8366-fc1328caad19,Shell.SharePoint.SAEF User Notifications,shell.sharepoint.saef_v2.1.wsp,Web
1252c415-68be-45ad-9c25-3361f7371974,Shell.SharePoint.SAEF.DeclareAsRecord DAR Timer Jobs,shell.sharepoint.saef_v2.1.wsp,WebApplication
c16fefe9-5a9e-4f39-8a6f-cd077b2f1090,Shell.SharePoint.SAEF DAR,shell.sharepoint.saef_v2.1.wsp,Site
2e206921-2be1-4988-a240-fb770c4a6cea,Shell.SharePoint.SAEF Upgrades,shell.sharepoint.saef_v2.1.wsp,WebApplication
05dceec5-26a6-4f87-a5c9-fda62ea3d410,Shell.SharePoint.SAEF Retrofitting,shell.sharepoint.saef_v2.1.wsp,WebApplication
9d7b80b0-112a-4c6c-89e7-39a4ca209a01,SiteColumnContentTypeTesting Feature1,sitecolumncontenttypetesting.wsp,Web
6f21ec8f-e80b-4207-a5b1-5d767ae395c3,SiteColumnCTTesting Feature1,sitecolumncttesting.wsp,Web
7d6b0432-7d5f-439f-955f-6e5b9ef8ec73,Custom SiteColumnwithSameName,sitecolumnwithsamename.wsp,Site
203a0574-99c4-44ce-a810-6eef884b2ece,SiteLevlvelEventReceiver Feature1,sitelevlveleventreceiver.wsp,Site
68fe86bb-35ce-4fda-94e1-bde2166153c2,Datasheet View,spdatasheet.wsp,Site
31994685-b8cf-4918-85a8-100946b1c02c,Datasheet View,spdatasheet.wsp,Web
5aeaf7b8-c3e9-47b2-b3d8-0dba27d23a3d,SPWFTestProj Feature1,spwftestproj.wsp,Web
1d7e283c-6795-4225-9c29-e597bfdea4ad,SPWorld.News Feature1,spworld.news.wsp,Site
555d391c-65d5-4c2f-9544-83651ed592fc,teamsitedeletedsetupfiletest Feature1,teamsitedeletedsetupfiletest.wsp,Web
c42fd765-5e9a-415a-a16e-eda18ab1a654,tester Feature1,tester.wsp,Web
1da9eef7-a3a1-41f0-a706-892a4fa529fe,TestFeature Feature1,testfeature.wsp,Site
f2f004ff-3e5b-4772-812b-53a847c95f0e,TestFeatureER Feature1,testfeatureer.wsp,WebApplication
442fb4d3-8e88-45c6-bf76-a1a73adbcec2,TestListDefinition Feature2,testlistdef.wsp,Site
039fe1e3-de9f-4f4d-8e30-9e36dc52d862,TestPageLayout Feature1,testpagelayout.wsp,Web
5b957997-9153-4fef-98ba-5ce150541fb1,TestSiteDef Feature1,testsitedef.wsp,Site
1cd50f86-e87a-4cd3-ae5f-5304925e5557,TestSiteDefinitionOne Feature1,testsitedefinitionone.wsp,Site
5eac0bf8-59bb-46f1-8aba-a799d4110444,TestTimerJob Feature1,testtimerjob.wsp,WebApplication
822b854f-ad97-49c7-b15a-f820fcb54443,TestWebPartOne Feature1,testwebpartone.wsp,Site
39321814-1222-4f9b-833a-8d67d06773cc,TestWP Feature1,testwp.wsp,Site
d1861bd7-c146-4e15-b28d-309a846990d1,TiRaWebPart Feature1,tirawebpart.wsp,Site
78806d7a-83b6-4f75-820e-2278f37f1b1b,TiRaWebPart2 Feature1,tirawebpart2.wsp,Site
ac7b6105-b09e-42f4-8933-7d8c2e49e7f7,UnghostingTools Feature2,unghostingtools.wsp,Site
c138150c-0621-48f4-bde6-5545a56284ea,WebPartTestFeature,webparttest.wsp,Site
cbb83bae-cf38-4c83-a74c-823a5548fea6,WebPartUsingFarmSolution Feature1,webpartusingfarmsolution.wsp,Site
8bda461e-efde-4a5e-834f-560ad2323660,WorkflowImportTest,workflowimporttest.wsp,Site
7dbae1fd-e811-4dd7-a676-ca90fd97a80d,WorkflowTest2010,workflowtest2010.wsp,Site
a7407913-0c3b-4bc7-8391-c9d3346cd09a,YBBEST Add Event Receiver To ContentType Item,ybbest.addeventreceivertocontenttype.wsp,Web
