FeatureID,FeatureName,SolutionName,FeatureScope
29e9a673-31a4-46a3-b0d2-d8e1db1dbd92,NintexLiveAdminLinks,nintexlivecore.wsp,Web
EB657559-BE37-4b91-A369-1C201183C779,"$Resources:NWResource,WebPartFeature_Title;",nintexworkflow2013.wsp,Site
9BF7BF98-5660-498a-9399-BC656A61ED5D,"$Resources:NWWebResource,TeamSiteFeature_Title;",nintexworkflow2013.wsp,Web
54668547-c03f-4bb5-aaab-d9568ebaf9c9,$Resources:TeamSiteFeature_LiveCatalog_Title;,nintexworkflow2013.wsp,Site
485f5158-4b8a-453f-9eeb-7b33f5112adf,$Resources:TeamSiteFeature_LiveCatalog_CentralAdminTitle;,nintexworkflow2013.wsp,Web
80BF3218-7353-11DF-AF9F-058BDFD72085,"$Resources:NWResource,InfoPathFeature_Title;",nintexworkflow2013.wsp,Site
86C83D16-605D-41b4-BFDD-C75947899AC7,Nintex Workflow Content Type Upgrade,nintexworkflow2013.wsp,Site
4DB97F4C-E643-4B1B-9F6A-43A9D817E6A2,Nintex Workflow Claims Migrator,nintexworkflow2013.wsp,Farm
F7937973-0CF9-4f2d-A549-BE2D3C25B772,"$Resources:NWAdminResource,AdminFeature_Title;",nintexworkflow2013.wsp,Web
0561D315-D5DB-4736-929E-26DA142812C5,"$Resources:NWResource,SiteCollectionFeature_Title;",nintexworkflow2013.wsp,Site
EB657559-BE37-4b91-A369-1C201183C779,"$Resources:NWResource,WebPartFeature_Title;",nintexworkflow2013backwardscompatibilityui.wsp,Site
9BF7BF98-5660-498a-9399-BC656A61ED5D,"$Resources:NWWebResource,TeamSiteFeature_Title;",nintexworkflow2013backwardscompatibilityui.wsp,Web
54668547-c03f-4bb5-aaab-d9568ebaf9c9,$Resources:TeamSiteFeature_LiveCatalog_Title;,nintexworkflow2013backwardscompatibilityui.wsp,Site
485f5158-4b8a-453f-9eeb-7b33f5112adf,$Resources:TeamSiteFeature_LiveCatalog_CentralAdminTitle;,nintexworkflow2013backwardscompatibilityui.wsp,Web
80BF3218-7353-11DF-AF9F-058BDFD72085,"$Resources:NWResource,InfoPathFeature_Title;",nintexworkflow2013backwardscompatibilityui.wsp,Site
86C83D16-605D-41b4-BFDD-C75947899AC7,Nintex Workflow Content Type Upgrade,nintexworkflow2013backwardscompatibilityui.wsp,Site
F7937973-0CF9-4f2d-A549-BE2D3C25B772,"$Resources:NWAdminResource,AdminFeature_Title;",nintexworkflow2013backwardscompatibilityui.wsp,Web
0561D315-D5DB-4736-929E-26DA142812C5,"$Resources:NWResource,SiteCollectionFeature_Title;",nintexworkflow2013backwardscompatibilityui.wsp,Site
53164B55-E60F-4bed-B582-A87DA32B92F1,"$Resources:NWResource,EnterpriseWebPartFeature_Title;",nintexworkflow2013enterprisefeatures.wsp,Site
2FB9D5DF-2FB5-403d-B155-535C256BE1DC,"$Resources:NWWebResource,TeamSiteFeature_EnterpriseTitle;",nintexworkflow2013enterprisefeatures.wsp,Web
AA61EF91-EE2B-42d5-9911-7C6557AD90C2,"$Resources:NWAdminResource,AdminFeature_EnterpriseTitle;",nintexworkflow2013enterprisefeatures.wsp,Web
d29834fe-8640-4b25-8bbf-c03d841886cb,OrphanWebPartFTC Feature1,orphanwebpartftc.wsp,Site
d065516b-b65f-4875-afb3-d1f8636b0fe4,PageLayoutDemo Feature,pagelayoutdemo.wsp,Web
32ac2926-367d-4fd3-8e09-96463b8e4d62,PageLayoutDeploy Feature1,pagelayoutdeploy.wsp,Web
3b046173-8ed3-4a32-ab47-f69d94204284,PlanetCTWithER Feature1,planetctwither.wsp,Web
ff28a765-aba9-497d-8d55-eb992c1067bd,PMFTCContentTypeSiteColumn Feature1,pmftccontenttypesitecolumn.wsp,Web
d57d6298-0747-4cc5-96b6-0806e71f5942,PMFTCMasterPage Feature1,pmftcmasterpage.wsp,Web
3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,pmtcustomwebparttestone.wsp,Site
14461e40-77c2-47d3-bd71-5f658a70360e,PMTFTCSCAnalysis Feature1,pmtftcscanalysis.wsp,Web
