AssemblySizeInKB,ContentDatabase,CreatedBy,CreatedDate,DeleteTransactionId,HasAssembly,HasEventReceivers,HasFeatureReceivers,HasListDefinition,HasWebParts,HasWebTemplate,HasWorkflowAction,IsEmptyAssembly,IsEmptyInfoPathAssembly,IsInfoPath,ModifiedBy,ModifiedDate,NoOfAssemblyReferences,NoOfAssTypesUsed,OtherCategory,SandboxSolutionId,SandboxSolutionName,Signature,SiteCollection,SiteCollectionID,SiteCollectionOwner,SolutionStatus,SolutionType,WebApplication,WebUrl
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-rassir,2/8/2016 12:12:43 PM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-rassir,2/8/2016 12:12:43 PM,N/A,N/A,TRUE,bfd9ae65-f4b9-44f0-8f3c-0b84ad37b9e5,FTCSBLIST.wsp,mE9D33JgDgSgQf8qX9PfbP1WSTyahuEo8MXia+xKofk=,https://teams.poc.com/sites/RashDevSiteOne,d3d28864-29ad-453d-9fcc-2b2b472256f6,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-haraja,12/23/2015 5:45:00 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-haraja,12/23/2015 5:45:00 AM,N/A,N/A,TRUE,333793e8-7583-4155-917d-377f4722a5c8,HariFTC1.wsp,WjGYHHCb2pjeFLqAAqeESQaVIk+sFdX1nS4bm69YQJY=,https://teams.poc.com/sites/RashDevSiteOne,d3d28864-29ad-453d-9fcc-2b2b472256f6,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-rassir,12/30/2015 9:32:33 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-rassir,12/30/2015 9:32:33 AM,N/A,N/A,TRUE,1cb343fd-183a-4a9d-9f10-6863901e9e8a,FeatureFTCSBTest.wsp,dJxekRN2HeshRIZIlLjQ/xhV1PuSMh0RtWMH/e6uvmM=,https://teams.poc.com/sites/RashDevSiteOne,d3d28864-29ad-453d-9fcc-2b2b472256f6,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-haraja,12/23/2015 11:45:03 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-haraja,12/23/2015 11:45:03 AM,N/A,N/A,TRUE,03772bc2-bf55-44b7-9959-9aa74c97a591,HariFTCCustomList.wsp,z4XtNK5TK2dMSBXE523+DQGxTPOUbeHoy7aYs8bLHQA=,https://teams.poc.com/sites/RashDevSiteOne,d3d28864-29ad-453d-9fcc-2b2b472256f6,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-haraja,12/23/2015 12:51:48 PM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-haraja,12/23/2015 12:51:48 PM,N/A,N/A,TRUE,2db2145e-e7bd-4710-abaa-eddcbcee2f16,PMTFTCCustomList.wsp,a/Pywmdr7C+3Q3qZGfPe5UGbIK6g/NGa80aWKy0nGoE=,https://teams.poc.com/sites/RashDevSiteOne,d3d28864-29ad-453d-9fcc-2b2b472256f6,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-rassir,12/7/2015 10:25:17 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-rassir,12/7/2015 10:25:17 AM,N/A,N/A,TRUE,521f75f6-845d-4fb7-a925-f71e9f09b7b0,SBContentType.wsp,AlG5WiUb9M1745vwbdoMO8t21RCDUZsMfApLjH07jM8=,https://teams.poc.com/sites/RashDevSiteOne,d3d28864-29ad-453d-9fcc-2b2b472256f6,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-raredd,8/19/2015 10:57:56 PM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-raredd,8/19/2015 10:57:56 PM,N/A,N/A,TRUE,08c8d516-f203-441e-a561-a5385fca8e40,InfoPath Form_EmpRegLib_ifFYaBg1_1.0.0.225.wsp,066cV8pAtA61PCh6qm3PSnH+jgyIvAuzS/2h1SpX8ns=,https://teams.poc.com/sites/rajdev,4d475d41-4af7-4f48-9a6f-35c90e7dce19,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-raredd,8/19/2015 10:52:12 PM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-raredd,8/19/2015 10:52:12 PM,N/A,N/A,TRUE,01cc4b60-55e2-4f7d-bd82-f05eab48d1ea,InfoPath Form_EmpLib_rj54Z5Ai_1.0.0.222.wsp,qBfbIBWBJi5lyAkhu2ZsOXVgKws3r/uFRgBMdcFweFM=,https://teams.poc.com/sites/rajdev,4d475d41-4af7-4f48-9a6f-35c90e7dce19,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-rassir,2/8/2016 12:15:24 PM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-rassir,2/8/2016 12:15:24 PM,N/A,N/A,TRUE,bfd9ae65-f4b9-44f0-8f3c-0b84ad37b9e5,FTCSBLIST.wsp,JEtmNwD4f2b16YsRNElJgbyplcV++UfvoRrbyCtHSWo=,https://teams.poc.com/sites/RashTeamSiteOne,c763bbc5-8c97-4ea8-a226-46b2a318e307,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-haraja,12/23/2015 12:46:10 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-haraja,12/23/2015 12:46:10 AM,N/A,N/A,TRUE,a655b6ce-bb38-4c74-aa75-1eb88bc70174,HariList.wsp,8xZecqqFvujDjSXc/jiwZd5pcoB3X0Yhj1mFNoNUCag=,https://teams.poc.com/sites/RashTeamSiteOne,c763bbc5-8c97-4ea8-a226-46b2a318e307,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-rassir,1/1/2016 11:53:35 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-rassir,1/1/2016 11:53:35 AM,N/A,N/A,TRUE,7587d365-ed8e-48fc-8b65-3dd703c5e9d1,Feature_FTCSB.wsp,+KwXV8L7Ax59JGI8Sr4gsvPu6RORyoL2YqqChjdurtU=,https://teams.poc.com/sites/RashTeamSiteOne,c763bbc5-8c97-4ea8-a226-46b2a318e307,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-rassir,12/9/2015 10:36:29 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-rassir,12/9/2015 10:36:29 AM,N/A,N/A,TRUE,48da781d-0f6d-44a2-aa48-4b72aaf7d2f9,CTFromSB.wsp,onh02qYQNG2vgoYPBFQjQGYVFXJ9/eA1PQ69bU7aJTY=,https://teams.poc.com/sites/RashTeamSiteOne,c763bbc5-8c97-4ea8-a226-46b2a318e307,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-rassir,8/3/2016 11:56:01 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-rassir,8/3/2016 11:56:01 AM,N/A,N/A,TRUE,460f49f4-45b2-43e9-8bf9-50ad41f9785d,DPImportToVS.wsp,K+x/L1i/6Ldqi4wlloqrLPeCajVpOd4azjR8v2+fmKs=,https://teams.poc.com/sites/RashTeamSiteOne,c763bbc5-8c97-4ea8-a226-46b2a318e307,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-rassir,12/30/2015 11:02:05 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-rassir,12/30/2015 11:02:05 AM,N/A,N/A,TRUE,1cb343fd-183a-4a9d-9f10-6863901e9e8a,FeatureFTCSBTest.wsp,9pGZeLbt6J4ZLEnxeHTx3rbkloWLL+v8ge1z8uDD75E=,https://teams.poc.com/sites/RashTeamSiteOne,c763bbc5-8c97-4ea8-a226-46b2a318e307,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-rassir,6/13/2016 1:24:32 PM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-rassir,6/13/2016 1:24:32 PM,N/A,N/A,TRUE,3ea91861-9bea-4710-b01d-7327ac88403d,ImportSiteTemplate.wsp,bHB4SEQQPqhxydfL1ygcPM5gA2s+YMUuhfZCi4+v+U4=,https://teams.poc.com/sites/RashTeamSiteOne,c763bbc5-8c97-4ea8-a226-46b2a318e307,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-rassir,12/8/2015 5:37:00 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-rassir,12/8/2015 5:37:00 AM,N/A,N/A,TRUE,1461055a-5b4f-4543-8ead-c1ad8a576d17,RemCTSB.wsp,eOjiseDDXCUYvSSfkMhfGDEEvSu3XYBHYmHMyz4wDTI=,https://teams.poc.com/sites/RashTeamSiteOne,c763bbc5-8c97-4ea8-a226-46b2a318e307,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-rassir,12/7/2015 10:30:11 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-rassir,12/7/2015 10:30:11 AM,N/A,N/A,TRUE,521f75f6-845d-4fb7-a925-f71e9f09b7b0,SBContentType.wsp,VyaabxUugwlxMjIEG4jTD8izxNzfR2otk2zX9qksXew=,https://teams.poc.com/sites/RashTeamSiteOne,c763bbc5-8c97-4ea8-a226-46b2a318e307,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-haraja,12/8/2015 9:47:43 PM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-haraja,12/8/2015 9:47:43 PM,N/A,N/A,TRUE,1461055a-5b4f-4543-8ead-c1ad8a576d17,RemCTSB.wsp,5pHeWeoBfuzKZYpVTN10dmcvUSE+wx8jnrcrMMrKTNI=,https://teams.poc.com/sites/HariCTTest,62eee3ed-2db8-4304-ad84-6551ae65d0d9,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-rassir,12/18/2015 12:32:02 PM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-rassir,12/18/2015 12:32:02 PM,N/A,N/A,TRUE,89634663-89b2-4336-a7e8-34bfef6bf619,TestCustomListOne.wsp,/zED4ZnM2qIieu2S+7jY0mHw9AjeWGMyTAeeRmPWXvQ=,https://teams.poc.com/sites/divTestSite,ba8c8474-1651-4ada-9fa5-71cbbdccbc22,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-haraja,12/23/2015 1:41:46 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-haraja,12/23/2015 1:41:46 AM,N/A,N/A,TRUE,333793e8-7583-4155-917d-377f4722a5c8,HariFTC1.wsp,qCDO3tpVjvgnwyq5kHvqxgeHyOmH/NT6rmm1KF9OFic=,https://teams.poc.com/sites/divTestSite,ba8c8474-1651-4ada-9fa5-71cbbdccbc22,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-vidhko,7/20/2016 9:20:13 AM,0x,false,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-vidhko,7/20/2016 9:20:13 AM,N/A,N/A,TRUE,002b691c-3d99-4f23-b6b3-41717807952f,CTSiteTemplate.wsp,oFAK7PauGO5rsJea/Rqys/muQHhA65sTiTj3tAF+aww=,https://teams.poc.com/sites/divTestSite,ba8c8474-1651-4ada-9fa5-71cbbdccbc22,N/A,Activated,SITE TEMPLATE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-vidhko,7/19/2016 1:30:53 PM,0x,false,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-vidhko,7/19/2016 1:30:53 PM,N/A,N/A,TRUE,9b978fa7-f7fc-427d-8fc4-9bff4cd84654,ERSiteTemplate.wsp,OMGm6HmoTFC/ricu9ZmvTrQxdB+WGMn8AwFvRvVZgZw=,https://teams.poc.com/sites/divTestSite,ba8c8474-1651-4ada-9fa5-71cbbdccbc22,N/A,Activated,SITE TEMPLATE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-vidhko,11/24/2015 11:17:57 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-vidhko,11/24/2015 11:17:57 AM,N/A,N/A,TRUE,96b32eaf-831a-4f7b-9f26-edf0c88a298f,InfoPath Form_EmpFormLib_QNpPuOew_1.0.0.3.wsp,8HWolp+kjnjJ/OhaEOauIqxjW0SyrsWrISs/wS71FwQ=,https://teams.poc.com/sites/TestIPForm,8ba73ba8-2e9d-4d33-9d7b-790fdf59ded7,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-rassir,12/30/2015 9:41:47 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-rassir,12/30/2015 9:41:47 AM,N/A,N/A,TRUE,1cb343fd-183a-4a9d-9f10-6863901e9e8a,FeatureFTCSBTest.wsp,/F3Yq9kO0NreWlI7K0hjnfIjtLctq6pi0ADhCjmIVlU=,https://teams.poc.com/sites/PMTTestTEamOne,3da81672-7e9c-492b-8dc9-a7761544cb29,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-rassir,10/29/2015 10:38:28 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-rassir,10/29/2015 10:38:28 AM,N/A,N/A,TRUE,a7e10ff3-9189-47f2-81e8-9da2a0cd7b03,SandboxedSetupFile.wsp,kgugI0xRomInJMr6Y/57hz4WGx/O+YkkeZG3A2PLgyc=,https://teams.poc.com/sites/PMTTestTEamOne,3da81672-7e9c-492b-8dc9-a7761544cb29,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_01,i:0#.w|mgmt7\ms-mla-rassir,10/29/2015 9:36:11 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-rassir,10/29/2015 9:36:11 AM,N/A,N/A,TRUE,1324ee0a-e726-4033-a1c8-dca30ddd4443,WebPartUsingSandboxedSolution.wsp,rbdUXBAHfNvCO6Q056fEwm2IHlNMJb6a2Bj9uSSJ0bE=,https://teams.poc.com/sites/PMTTestTEamOne,3da81672-7e9c-492b-8dc9-a7761544cb29,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_New,i:0#.w|mgmt7\ms-mla-haraja,9/27/2016 6:26:56 PM,0x,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-haraja,9/27/2016 6:26:56 PM,N/A,N/A,TRUE,N/A,HariSBTest.wsp,N/A,https://teams.poc.com/sites/HariSBTest,65e37bad-446d-44ca-94ca-0e530e9e09bc,N/A,N/A,N/A,https://teams.poc.com/,N/A
N/A,Team_Content_New,i:0#.w|mgmt7\ms-mla-haraja,9/27/2016 6:05:19 PM,0x,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-haraja,9/27/2016 6:05:19 PM,N/A,N/A,TRUE,N/A,VisualWebPartProject1.wsp,N/A,https://teams.poc.com/sites/HariSBTest,65e37bad-446d-44ca-94ca-0e530e9e09bc,N/A,N/A,N/A,https://teams.poc.com/,N/A
N/A,Team_Content_New,i:0#.w|mgmt7\ms-mla-tikant,1/10/2017 9:25:05 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-tikant,1/10/2017 9:25:05 AM,N/A,N/A,TRUE,52b7a590-308f-4ade-8295-6f1372b6c218,CustomCodeSBSolnTest.wsp,IiiVsqNgPIp4AcUjrCK/fgvXT8wX0Cpeffn6yLNwjlM=,https://teams.poc.com/sites/SBTest,78a48bdc-355a-4bc7-9ba3-501cf17b4c8e,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
N/A,Team_Content_New,i:0#.w|mgmt7\ms-mla-vidhko,6/13/2016 2:11:50 PM,0x,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-vidhko,6/13/2016 2:11:50 PM,N/A,N/A,TRUE,N/A,STTest.wsp,N/A,https://teams.poc.com/sites/TestSiteTemplateVidhi,3a6ff47d-b5ce-40b6-af0a-ccecf5b68a00,N/A,N/A,N/A,https://teams.poc.com/,N/A
N/A,Team_Content_New,i:0#.w|mgmt7\ms-mla-vidhko,6/13/2016 11:44:03 AM,0x,false,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-vidhko,6/13/2016 11:44:03 AM,N/A,N/A,TRUE,d8b30f29-3c07-4c9a-9398-019469f6c2a5,SiteTemplateForTestERVidhi.wsp,6cQ25CV17GdVQk/EE6oMZaJL18zwekHYh2porwG05GA=,https://teams.poc.com/sites/TestERVidhi,345e8dd1-56fe-4769-8cfe-ce3909802cc6,N/A,Activated,SITE TEMPLATE,https://teams.poc.com/,N/A
N/A,Team_Content_New,i:0#.w|mgmt7\ms-mla-vidhko,6/13/2016 11:53:36 AM,0x,false,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-vidhko,6/13/2016 11:53:36 AM,N/A,N/A,TRUE,8bafd29a-8f28-4f04-88e2-6e641bd2d3fe,SiteTemplateTest.wsp,En8fd0971SsYcGIWsywGleyO1cJi0vY6CyQUCaoWJJQ=,https://teams.poc.com/sites/TestERVidhi,345e8dd1-56fe-4769-8cfe-ce3909802cc6,N/A,Activated,SITE TEMPLATE,https://teams.poc.com/,N/A
N/A,Team_Content_New,i:0#.w|mgmt7\ms-mla-rassir,1/24/2017 9:36:26 AM,0x,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,i:0#.w|mgmt7\ms-mla-rassir,1/24/2017 9:36:26 AM,N/A,N/A,TRUE,1caf6831-9bd7-4031-961d-116963430b28,PnP_713_CustomList.wsp,CuK9sket5xdJAf4bz4kzOWuVdsBZ1fuTebACCvVY+PI=,https://teams.poc.com/sites/PnP_519,6ee95f37-8098-473f-acd0-e040ce4eba25,N/A,Activated,CUSTOM CODE,https://teams.poc.com/,N/A
